Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Source
"Kim J., Park S.","Simulating the impacts of the greenbelt policy reform on sustainable urban growth: The case of busan metropolitan area",2015,"Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography",3,"10.7848/ksgpc.2015.33.3.193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981736292&doi=10.7848%2fksgpc.2015.33.3.193&partnerID=40&md5=7cdc320df58d45f326587c3c02e24692","The greenbelt of South Korea has been under the process of adjustment and removal since its first designated year. This research is aimed at predicting the effect that the removal of the greenbelt has on urban growth. The SLEUTH model was executed via three calibration phases using historical data between 1990 and 2010. The urban growth of Busan Metropolitan City was predicted under its historical trend, as well as two different scenarios including development and compact development up to the year 2030. The accuracy of model, as verified by ROC, was 85.7%. The historical trend scenario showed the smallest increase, with the urban area expanding from 175.96 km2 to 214.68 km2 in 2030. Scenario 2, the development scenario, showed the most increase, with a 39.9% growth rate from 2010 to 2030. However, according to scenario 3, the compact development scenario, the urban area decreased in comparison to scenario 2. Accordingly, it is necessary to have effective urban growth management to provoke eco-friendly development on the removed areas, and to strengthen the non-removed areas for sustainable development. The results obtained in this study showed that the SLEUTH model can be useful for predicting urban growth, and that it can help policy makers establish proper urban planning as a decision-support tool for sustainable development.","Compact development; Greenbelt; ROC; SLEUTH; Sustainable development",Article,Scopus
"Kuznetsova N.V., Matveeva E.V.","Accumulation of social capital as a competitive advantage of companies which are loyal to the principles of corporate citizenship",2015,"International Journal of Economics and Financial Issues",2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979837428&partnerID=40&md5=41fcfcc85fd4523a9c0b1561c4355716","This paper examines the characteristics that are peculiar to the corporate citizenship (CC) in the phase of maturity. The strategic forms of CC that influence the productivity of the organization are explored. Modern business uses cause-related marketing and corporate social marketing as a strategic tool for sustainable development. The role of CC and its interdependence with the sustainability of the organization is examined. The paper provides the evidence of interdependence between the sustainable development of the company and its accordance to the principles of the CC. The mechanism of integration of principles of sustainable development on the basis of CC activities is elaborated. The correlation between the CC and accumulation of social capital is determined. Moreover, CC is examined as an organization’s policy for overcoming crisis and managing the external environment. New forms of contemporary CC are examined; those characteristics are distinguished that confirm CC as the highest level of the corporate social responsibility. The paper includes the research of the companies that position themselves as corporate citizens and it confirms the correlation between the effectiveness of the management of the environment and the management of business built on the principles of CC. The paper lists the activities needed to introduce the CC in a company. © 2015, Econjournals. All rights reserved.","Corporate citizenship; Corporate social responsibility; Globalization; Human capital; Public-private partnership; Social capital; Think tank; Venture philanthropy",Article,Scopus
"Sobczyk W.","Sustainable development of middle east region [Zrównoważony rozwój krajów Środkowego wschodu]",2015,"Problemy Ekorozwoju",2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934294203&partnerID=40&md5=633194e9d5eca4912a5c647af3e924d7","The Middle East is one of the most important regions of the world. The United Arab Emirates act as the leader in ensuring a sustainable and safe future for that area, and the whole planet. The economic development of the UAE is driven by securing clean energy, development of new technologies, access to water, stimulating employment of high-value specialists, safeguarding social welfare and combating poverty. An exemplar of a global model of sustainable development in urban areas is Abu Dhabi Masdar City - one of the most eco-friendly communities in the world. The ground-breaking projects that have been implemented in Abu Dhabi prove that the UAE set trends when it comes to utilisation of renewable energy sources and mitigation of the effects of climate changes in the region. The Middle East countries, including the UAE, recognise the tremendous role played by the society in protecting the environment and preserving it for the generations to come. The governments of those states believe that it is just as important as the activity of business leaders and the public administration. Educational programmes aim to instruct and inspire children and teenagers so that the environment could have a sustainable future. This article presents some aspects of the UAE’s economic development as well as the controversial social context and pro-environmental initiatives in the field of renewable energy sources, saving water and waste management. © 2015, Politechnika Lubelska. All rights reserved.","Middle east; Sustainable development; United Arab Emirates",Article,Scopus
"Salling K.B., Pryn M.R.","Sustainable transport project evaluation and decision support: Indicators and planning criteria for sustainable development",2015,"International Journal of Sustainable Development and World Ecology",16,"10.1080/13504509.2015.1051497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930929004&doi=10.1080%2f13504509.2015.1051497&partnerID=40&md5=4db19fda2e68d13427a9c3d391196f88","This article will expose the necessity for a sustainable planning and decision support framework for transport infrastructure assessment. This will be operationalized through a set of planning criteria and scenario alternatives, which is assessed in the SUSTAIN decision support system (SUSTAIN-DSS) model. A part of the decision support framework will be tested in a case study in Denmark, concerning the problem of congestion on the current bridge crossing Roskilde Fjord in the city of Frederikssund. This article suggests including in a combination both reference class forecasting and quantitative risk analysis as well as sustainable planning criteria in the assessment of the project uncovering new solutions. Thereof the decision support model reveals large potential for the inclusion of planning criteria if the overall objective of development toward a sustainable transportation system is adopted. The SUSTAIN-DSS model rests upon multi-criteria decision analysis and planning workshops in order to combine the use of qualitative and quantitative assessments. This article stresses the necessity of revising current planning paradigms such as cost-benefit analysis (CBA) but also to make clear definitions of the criteria planned for, in order to achieve a sustainable transport system. This alternative approach proves that with relatively small changes in objectives, sustainable development within transport planning can be reached. © 2015 Taylor & Francis.","decision support system; multiplicative AHP; sustainability planning criteria; sustainable development; transport assessment",Article,Scopus
"Devolder S., Block T.","Transition thinking incorporated: Towards a new discussion framework on sustainable urban projects",2015,"Sustainability (Switzerland)",16,"10.3390/su7033269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926387976&doi=10.3390%2fsu7033269&partnerID=40&md5=ec5ad561e0b57e964fb742d451b4c2b8","Today, cities worldwide are engaged in urban projects and activities in a concerted drive towards sustainable development. However, the concept of ""sustainable urban projects"" is inherently normative, subjective and ambiguous. Furthermore, the popularity of sustainable urban initiatives does not guarantee that increased pressure on dominant unsustainable urban systems will occur. In this article, we argue that strong urban debates on these initiatives and on urban sustainability are required to facilitate and stimulate urban systems towards a more socially just and environmentally sustainable future. When we say ""urban debates"" we mean substantive talks and detailed discussions about the type of cities we want to live in and about a shared understanding of sustainable urban projects and how they affect urban systems. We aim to contribute to that objective by developing a discussion framework on sustainable urban projects that frames sustainable development as a challenge that concentrates on both ecological and social concerns and that avoids a sole reliance on technology fixes. But above all, we also incorporate insights and findings from transition thinking to focus on radical changes or transformations of urban systems and to acknowledge the importance of so-called ""niches"". In this article we describe the fundamentals, the surplus value and the utility of the framework. The article contains empirical material from a pilot-study in Ghent, Belgium. © 2015 by the authors.","Discussion framework; Sustainability discourses; Sustainable urban projects; Transition of complex urban systems; Urban debate",Article,Scopus
"Contreras L.E.V., Vega N.E.M., Pulgarin A.G.H., Palencia E.P.","Designing a distance learning sustainability bachelor’s degree",2015,"Environment, Development and Sustainability",,"10.1007/s10668-015-9622-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925520193&doi=10.1007%2fs10668-015-9622-5&partnerID=40&md5=0bda06312af9ff3bfb6120c6095f7105","This article reports on the curriculum design of a distance learning sustainability bachelor’s degree in order to broaden the coverage and increase the quality of education for sustainable development in Mexican higher education. The goal of this case study was to describe the useful of the competence-based curriculum design to increase the actual stock of knowledge toward achieving curriculum greening. This bachelor’s degree has been designed with the primary purpose of boosting the supply of educational services in the country in order to not only meet the rights of all Mexicans citizens to obtain a higher education, but also to confront the sustainability challenges within the UNESCO key campaigns such as the Decade of Education for Sustainable Development, Education for all and the Millennium Development Goals (EAMG). Having as the organizing principle the competency-based framework, the sustainability bachelor’s degree project was carried out using the focus group research technique for collecting data. The concept of competence has played a key role in defining the outcomes of this curriculum; yet, there are a number of ongoing issues that are significant enough in order to address the challenges imposed by this decade that have not been included because it is impossible to cover all aspects of sustainable development. Hopefully, the sustainability graduate students will have the competences for being the most effective agent of change to foster sustainability in organizations. © 2015, Springer Science+Business Media Dordrecht.","Curriculum; DESD; Distance learning; EDS; Sustainability",Article,Scopus
"Bouma J.","Reaching out from the soil-box in pursuit of soil security",2015,"Soil Science and Plant Nutrition",12,"10.1080/00380768.2015.1045403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941734992&doi=10.1080%2f00380768.2015.1045403&partnerID=40&md5=7b164504122f99ce5ee373bca57e2b2c","Soil security can only be achieved when the global soil resource is maintained and improved, requiring a reversal of current degradation processes. This demands a major effort by soil scientists in at least four directions by: (i) demonstrating the importance of soils in inter- and transdisciplinary programs focusing on food, water, climate, biodiversity and energy problems, which are environmental issues that are widely acknowledged to be important; (ii) focusing research on the seven soil functions to demonstrate the importance of soil for widely recognized Ecosystem Services (ES) and Sustainable Development Goals (SDG); (iii) reframing reporting of soil studies by not only including technical data but embedding this in human-interest storylines, building on the deep emotional links between soil and man, and (iv) educating and involving knowledge brokers that can link science with societal partners not only during a given project but also in the preparatory and implementation phase. Scientists can only effectively participate in Communities of Practice when they have first properly organized their own affairs in Communities of Scientific Practice. Two case studies illustrated the proposed procedures, combining results of state-of-the-art quantitative models with a description of aspirations, concerns and frustrations of the various stakeholders involved, including farmers, regulators, citizens and entrepreneurs. The connectivity dimension of soil security was quite important here. Soil scientists would be well advised to return to their roots when field work was effectively coupled with laboratory studies. Basic research is and will remain crucial for the profession but should be better linked with tacit knowledge in an effective knowledge chain, working in both directions. Overall, reframing of the soil message is not only needed but also very well possible, requiring out-of-the-box thinking. © 2015 Japanese Society of Soil Science and Plant Nutrition.","interdisciplinarity; knowledge brokers; land evaluation; soil security dimensions; transdisciplinarity",Article,Scopus
"Correia R., Brito C.","Wine tourism and regional development",2015,"Wine and Tourism: A Strategic Segment for Sustainable Economic Development",5,"10.1007/978-3-319-18857-7_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006786119&doi=10.1007%2f978-3-319-18857-7_3&partnerID=40&md5=507bdc988fee9db2173f219f7eaad521","The characteristics of wine tourism make it absolutely compatible with the predominantly rural areas looking for sustainable development. One of the major problems associated with wine tourism, however, comes from the diffi culty the wine-producing industry has in conceiving of tourism as a product likely to generate added value. Most wine producers still do not have a clear perception of the main principles of tourism, which would allow them to offer a quality product and understand the way this industry (so different from the wine industry) works. This fact makes it diffi cult to create an interlinked network between wine and tourism, and consequently to the wine tourism assertion. This chapter aims at obtaining greater insight into the relationship between wine tourism and regional development. For that an analysis was developed that puts in evidence the main reasons that may block the leverage of regional development through wine tourism. Wine routes are presented here as one of the most effi cient ways to avoid these blockages. © Springer International Publishing Switzerland 2016.",,Book Chapter,Scopus
"Latham C.J.K., Palentini L., Katemaunzanga M., Ashton P.","From subsistence agriculture to commercial enterprise: Community management of green technologies for resilient food production",2015,"Future of Food: Journal on Food, Agriculture and Society",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000956310&partnerID=40&md5=7e7e91d53c386f33b0caca697c2897cf","The aim of this paper is to emphasize the capacity and resilience of rural communities in regard to sustainable food security by adopting innovative approaches to irrigation. The shift from subsistence to commercial agriculture is promoted as a means to sustainable development. An analysis of the efficacy of irrigation schemes in Zimbabwe suggests that, in terms of providing sustainable agricultural production, they have neither been cost-effective nor have they provided long-term food security to their beneficiaries. This is certainly true of Shashe Scheme and most others in Beitbridge District. The Shashe Irrigation Scheme project represents a bold attempt at developing a fresh approach to the management of communal land irrigation schemes through a Private Public Community Partnership. The model illustrated represents a paradigm shift from subsistence agriculture to a system based on new technologies, market linkages and community ownership that build resilience and lead to sustainable food security and economic prosperity.","Food security; Governance; Irrigation; Market-based agriculture; Private public community partnership",Article,Scopus
"Kędziora A.","The Network of Shelterbelts As An Agroforestry System Controlling the Water Resources and Biodiversity in the Agricultural Landscape",2015,"Papers on Global Change IGBP",,"10.1515/igbp-2015-0016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952772508&doi=10.1515%2figbp-2015-0016&partnerID=40&md5=3be5ca91af67ddf39e0b5d1f54eba8e1","Long-term human activity has led to many unfavourable changes in landscape structure. The main negative effect has been a simplification of landscape structure reflecting the removal of stable ecosystems, such as forests, shelterbelts, strips of meadows and so on, which were converted into unstable ecosystems, mainly farmlands. Thanks to these changes, serious threats have been posed to the sustainable development of rural areas. The most hazardous of these involve a deteriorating of water balance, increased surface and ground water pollution, and impoverishment of biodiversity. An agroforestry system can serve as a toolkit which allows counteracting such negative changes in the landscape. This paper presents the main findings emerge from long-term investigations on the above issues carried out by the Institute for the Agricultural and Forest Environment of the Polish Academy of Sciences. © 2015 Andrzej Kędziora, published by De Gruyter Open.","agroforestry; biodiversity; landscape structure; shelterbelts; water balance; water pollution",Article,Scopus
"Borisov B.","Spatial planning in regional planning of agricultural lands and rural areas",2015,"Bulgarian Journal of Agricultural Science",2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941337117&partnerID=40&md5=993fab24d1fba5e3660355f0e171ffc9","Spatial planning specifies the requirements for agricultural lands through the provisions stipulated in the Spatial Planning Act /SPA/ and the Regional Development Act /RDA/. Conducting a successful regional policy as regards the agriculture industry requires optimal conditions on the planning and management of territorial resources, and especially of agricultural lands. This fact motivates the study of possibilities for the establishment of a system of integrated planning documents, which should combine and coordinate in a specific region industry socio-economic and territorial criteria for sustainable development in the field of agriculture across a specific region. A subject of analysis is the number and territorial scope of Bulgarian regions, as well as mechanisms to increase efficiency in their planning. The application of the research is related to the made conclusions about the theory and practice, through proposed changes in legislation and the planning toolkit for the purpose of agricultural territories. © 2015, National Centre for Agrarian Sciences. All rights reserved.","Agricultural lands; Arable lands; Integrated planning; Purpose of territory; Regional development; Spatial planning; Territorial zoning",Article,Scopus
"Farges G.","Convergence on sustainable lifestyles? Mechanisms of change and resistance in a french allotment",2015,"Sociologia Ruralis",6,"10.1111/soru.12052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920998107&doi=10.1111%2fsoru.12052&partnerID=40&md5=4fb2264a33fec6e565d39dca52a56480","This article aims to contribute to understanding convergence on sustainable lifestyles in relation to recent governmental promotion of sustainability. We analyse the effects of inducement to pro-environmental practices in amateur gardeners on an allotment, a group of plots of land collectively managed in an urban context. We examine the conditions in which allotment gardeners integrate practices and norms on sustainability. Through a one-year ethnographic research project consisting of observations and repeat interviews with gardeners, we demonstrate that while they adopt new cultural techniques for their plots, the meanings of their gardening practices differ, as do their relationships with the environment. We identify three ideal types of gardeners and show that the diffusion of pro-environmental practices is not systematically related to shared concerns and that the meaning of practices can be interpreted differently by policymakers and lay individuals. © 2014 European Society for Rural Sociology.",,Article,Scopus
"Bertrand N., Cremer-Schulte D., Perrin M.","Strategic spatial planning and territorial asymmetries. Grenoble and greater geneva: Two Alpine city regions put to the challenge of coherence [Planification stratégique et asymétries territoriales. Grenoble et le grand Genève, deux régions urbaines alpines à l’épreuve de la cohérence]",2015,"Revue de Geographie Alpine",2,"10.4000/rga.3126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961163417&doi=10.4000%2frga.3126&partnerID=40&md5=65288857c05161076397068b26665b53","Territorial cohesion is today a guiding principle of spatial planning, especially at city region scale. Given the extension of city region perimeters, the relationships between cities, outskirts and rural areas could undergo a renewal. The objective of this article is to show that governance processes in the framework of strategic spatial planning projects tend to reveal, or even to maintain, disparities between urban and peripheral territories, especially in mountain areas. Their capacities to influence the territorial projects turn out to be unequal, as territories do not have the same resources (financial, social, human and institutional capitals). On the basis of spatial planning documents and interviews, the article analyses two alpine city region planning initiatives, Greater Geneva and Grenoble city region. © Journal of Alpine Research | Revue de géographie alpine.","Greater geneva; Grenoble; Spatial equality; Strategic planning; Territorial coherence; Urban governance",Article,Scopus
"Nair V., Hamzah A.","Successful community-based tourism approaches for rural destinations: The Asia Pacific experience",2015,"Worldwide Hospitality and Tourism Themes",7,"10.1108/WHATT-06-2015-0023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947254340&doi=10.1108%2fWHATT-06-2015-0023&partnerID=40&md5=08871d1436993ed1aa2ec3bd8dbb7a6e","Purpose – The purpose of this paper is to provide a better understanding of the long-term viability of community-based tourism (CBT) as a development tool in rural tourism, and how the best practice from the Asia Pacific region can be used to strategize the nine-stage plan to develop and sustain it in the long term. Design/methodology/approach – This paper is formulated using a case study approach based on the lessons learned and the best practices in ten member economies of the Asia Pacific Economic Cooperation (APEC) Forum, namely, Australia, Canada, China, Chinese Taipei, Indonesia, Korea, Malaysia, New Zealand, the Philippines and Vietnam. Findings – Based on the analyses of the ten case studies, the paper recommends nine steps for developing and sustaining CBT. These nine steps are divided into two sections – developing CBT and sustaining CBT. The first four steps relate to starting and developing CBT initiatives, which are useful for projects and sites that are embarking on CBT. The subsequent five steps are meant to address the sustainability of CBT projects, which are more appropriate for mature CBT projects that are gradually moving up the value chain. The nine steps are presented in detail and supported by the models developed from the case studies. For each step, a list of actions is recommended to guide the development of CBT. Research limitations/implications – This paper is limited by the ten case studies selected by the researcher. The conditions for these selected case studies may not be identical in other locations, and thus, the proposed nine-step framework can be used only as a guide. Each step outlined may vary from one nation to another. Originality/value – The main output of this paper is designed to provide guidance for tourism/rural planners, non-government organizations (NGOs), industry players and CBT organizations in deciding whether tourism could work for a particular community and if it is feasible to be sustained over the long term. © 2015, Emerald Group Publishing Limited.","APEC; Case study; Community-based tourism; Rural tourism; Sustainable; Sustainable development",Article,Scopus
"Shen L., Jiao L., He B., Li L.","Evaluation on the utility efficiency of metro infrastructure projects in China from sustainable development perspective",2015,"International Journal of Project Management",14,"10.1016/j.ijproman.2014.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922618851&doi=10.1016%2fj.ijproman.2014.07.005&partnerID=40&md5=9d825d148a79acd52230f29ea792a3ce","The development of metro infrastructure projects (MIP) has been playing an important role in the economic growth in China through improving urban transportation condition. The economic benefits from MIP in China have been well appreciated. However, concerns on the utility efficiency and the impacts of MIP on social and environmental aspects have been increasingly raised. It is anticipated that a large number of metro infrastructure projects will be built in the near future in China. There is a need for a method to guide the development of MIP towards achieving better utility efficiency and collective benefits between economic, social and environmental dimensions. Previous studies have provided various methods for evaluating economic performance of MIP, but it appears that there is no existing method for studying the utility efficiency of a metro infrastructure project particularly from sustainable development perspective. This paper presents a model for evaluating the utility efficiency of MIP with reference to the Chinese context, which is called utility efficiency evaluation index (UEEI) model. Population of city (POP), length of Metro systems (LEN), annual ridership of Metro systems (RID), ticket price (FAR) and Gross Domestic Product (GDP) are selected as the variables for developing the UEEI model. The utility efficiency of the 17 MIPs is analyzed by using the data collected from 17 cities in China. © 2014 Elsevier Ltd and International Project Management Association.","China; Metro infrastructure project; Sustainable performance; Utility efficiency",Article,Scopus
"Mc Ewen B., Clément P., Gericke N.M., Nyberg E., Hagman M., Landström J.","Female and male teachers' pro-environmental behaviour, conceptions and attitudes towards nature and the environment do not differ: Ecofeminism put to the test",2015,"Asia-Pacific Forum on Science Learning and Teaching",2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973375159&partnerID=40&md5=39410ae30f7d5136df8496d52e9f3646","Teachers' pro-environmental behaviour, conceptions and attitudes towards nature and the environment were investigated using 47 questions from the BIOHEAD-Citizen questionnaire. The sample included 1,109 pre- and in-service teachers from Sweden and France. Analyses showed only few significant differences between female and male teachers. Forty-one questions were further analysed in terms of ecofeminism. Ecofeminism claims that women and men's conceptions and attitudes towards nature and the environment differ, in the sense that women show higher awareness of environmental issues than men. Our study finds quite poor support for this claim and therefore challenges ecofeminism. This may have implications for environmental education and the perspectives of sustainable development at schools, as our results indicate that there is no reason to fear that male teachers are less engaged with environmental education than female teachers. © 2015 HKIEd APFSLT.","Attitudes; Ecofeminism; Education; Pro-environmental behaviour; Sustainable development; Teachers",Article,Scopus
"Presenza A., Abbate T., Micera R.","The Cittaslow Movement: Opportunities and Challenges for the Governance of Tourism Destinations",2015,"Tourism Planning and Development",10,"10.1080/21568316.2015.1037929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941425131&doi=10.1080%2f21568316.2015.1037929&partnerID=40&md5=b73be251f4182a580bb30cad54569591","This Research Note analyses the contribution of Cittaslow (slow city) to the governance of tourism destinations by promoting the “slowness” perspective and the concept of sustainable development at the local level. This movement strongly encourages policy-makers to orient its various efforts essentially to define and implement policies, activities and initiatives for sustaining economic development, social well-being and environmental sustainability. In this way, it stimulates the improvement of quality of life for inhabitants and tourists of the involved destinations. Based on a qualitative analysis focused on “Cittaslow Association”, this study concentrates on opportunities and challenges for certified destinations as well as the linkages between practices defined by the Cittaslow Association and sustainable development. From a theoretical point of view, the Research Note contributes to destination development literature, offering significant highlights on the governance of tourism destinations. From a managerial point of view, it supports policy-makers underlining the main opportunities and challenges for a tourism destination in being certified as Cittaslow. © 2015 Taylor & Francis.",,Article,Scopus
"Shaw T.M.","The Commonwealth of Nations and the EU after the ‘Global’ Crisis: Rethinking Post-2015 ‘Global’ Development?",2015,"Round Table",,"10.1080/00358533.2015.1063852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939514198&doi=10.1080%2f00358533.2015.1063852&partnerID=40&md5=02092ac1a6487573f67c5a4ee9e63859","Abstract: The continuing ‘global’ crisis has accelerated divergences between regions, especially between the ‘rising’ global South, the European Union (EU) of the PIIGS (Portugal, Ireland, Italy, Greece and Spain) and Cyprus, which belongs to both the Commonwealth and the EU. This article studies the emerging ‘vertical’ divergences between the EU and the global South, especially around the so-called Economic Partnership Agreements, and the parallel ‘horizontal’ divergences among Anglophone, Francophone (the Organisation Internationale de la Francophonie) and Lusophone (the Comunidade dos Países de Língua Portuguesa) Commonwealths, with their inheritance of emulation and competition. It focuses on the possibilities of enhanced human/citizen security to propose an analysis that challenges established perspectives and points towards prospects for Commonwealth ‘schools’ of international relations/development. © 2015 The Round Table Ltd.","BRICS; development; eurozone crisis; frontier markets; non-state actors; partnerships; PIIGS; security; Sustainable Development Goals",Article,Scopus
"Schwerdtner W., Siebert R., Busse M., Freisinger U.B.","Regional open innovation roadmapping: A new framework for innovation-based regional development",2015,"Sustainability (Switzerland)",17,"10.3390/su7032301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926297237&doi=10.3390%2fsu7032301&partnerID=40&md5=7c91c3ae28d027a5b41eca805ab34cf3","To foster sustainable regional development, many regions rely on innovations. To safeguard the generation of innovations and their market introduction, companies have increasingly used technology roadmapping and open innovation. The project INNOrural (Innovations for sustainable rural development) expanded these concepts by applying them to regions. This led to the rise of the ""Regional Open Innovation Roadmapping"" framework for innovation-based regional development (ROIR). This framework was tested by conducting two innovation roadmapping processes in the model region of Märkisch-Oderland (MOL), Germany: the certification of regional wood fuel and the establishment of a competence center for precision farming technology. Both innovation ideas were selected during the roadmapping process by applying a sustainability assessment. After 12 months, two complete roadmaps were ready for implementation. Key principles of ROIR were identified, including the use of a clear and replicable sustainability assessment method, the involvement of all relevant stakeholder groups in the early process and the cooperation between regional and subject experts. Generally, the broader adaptation of ROIR for additional regions will be useful. Nevertheless, the ROIR processes need to be evaluated in depth to develop a better understanding and to provide evidence of the benefits and limitations of this approach. © 2015 by the authors.","Germany; Land use governance; open innovation (OI); Precision farming (PF); Regional stakeholder involvement; Sustainable regional development; Technology roadmapping (TRM); wood fuel",Article,Scopus
"Cen X., Wu C., Xing X., Fang M., Garang Z., Wu Y.","Coupling intensive land use and landscape ecological security for urban sustainability: An integrated socioeconomic data and spatial metrics analysis in hangzhou city",2015,"Sustainability (Switzerland)",27,"10.3390/su7021459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923247226&doi=10.3390%2fsu7021459&partnerID=40&md5=1d43ea8aa51d73ceee841b2c5b9f9147","Despite the unprecedented rate of urbanization throughout the world, human society is still facing the challenge of coordinating urban socioeconomic development and ecological conservation. In this article, we integrated socioeconomic data and spatial metrics to investigate the coupling relationship between intensive land use (ILU) system and landscape ecological security (LES) system for urban sustainable development, and to determine how these systems interact with each other. The values of ILU and LES were first calculated according to two evaluation subsystems under the pressure-state-response (PSR) framework. A coupling model was then established to analyze the coupling relationship within these two subsystems. The results showed that the levels of both subsystems were generally increasing, but there were several fluctuation changes in LES. The interaction in each system was time lagged; urban land use/cover change (LUCC) and ecosystem transformation were determined by political business cycles and influenced by specific factors. The coupling relationship underwent a coordinated development mode from 1992-2012. From the findings we concluded that the coupling system maintained a stable condition and underwent evolving threshold values. The integrated ILU and LES system was a coupling system in which subsystems were related to each other and internal elements had mutual effects. Finally, it was suggested that our results provided a multi-level interdisciplinary perspective on linking socioeconomic-ecological systems. The implications for urban sustainable development were also discussed. © 2015 by the authors.","Coupling relationship; Intensive land use; Landscape ecological security; Landscape metrics; Socioeconomic-ecological system; Sustainable urbanization",Article,Scopus
"Zhang H., Jin X., Wang L., Zhou Y., Shu B.","Multi-agent based modeling of spatiotemporal dynamical urban growth in developing countries: simulating future scenarios of Lianyungang city, China",2015,"Stochastic Environmental Research and Risk Assessment",24,"10.1007/s00477-014-0942-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911015556&doi=10.1007%2fs00477-014-0942-z&partnerID=40&md5=9e5c9229169bdf18d04e1adeedf0007d","Urbanization is the most typical form of land use/cover change, and exploration of the driving mechanism of urban growth and the prediction of its future changes are very important for achieving urban sustainable development. In view of the ability of a multi-agent system to simulate a complex spatial system and from the perspective of combining macroscopic and microscopic decision-making behaviors of agents, a spatiotemporal dynamical urban growth simulation model based on the multi-agent systems has been developed. In this model, macroscopic land use planning behaviors implemented by macroagents and microscopic land use selection behaviors autonomously generated by microagents interact within two-dimensional spatial cells. Furthermore, the urbanization process is promoted through joint decision-making by macroagents and microagents. Considering the central region of the coastal industrial city Lianyungang as the study area, we developed three target scenarios on the basis of current trends, economic development priorities, and environmental protection priorities. Moreover, the corresponding urban growth scenarios were simulated and analyzed. The simulation results show that by combining the macroscopic and microscopic decision-making behaviors of agents to simulate spatiotemporal dynamical urban growth based on the multi-agent systems, the proposed model can provide a useful spatial exploratory tool for explaining the driving mechanism of urbanization and providing decision-making support for urban management. © 2014, Springer-Verlag Berlin Heidelberg.","China; Joint decision-making; Multi-agent systems; Scenario analysis; Spatiotemporal dynamical simulation; Urban growth",Article,Scopus
"Kaushik G., Sharma K.C.","Climate change and rural livelihoods-adaptation and vulnerability in Rajasthan",2015,"Global Nest Journal",2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924943913&partnerID=40&md5=836fc80855145237e7dd04ed41306d9d","Rajasthan, with its climate ranging from arid to semi-arid to sub-humid, and rapidly depleting natural resources, is already experiencing the effects of climate change. The region’s climate is projected to become harsher, with increased average temperatures, intensity of rainfall events, and increased variability in space & time of monsoon rains being consistently projected for the region. Without action in the form of adaptation of social, human, economic, and natural resource management systems, these weather changes are predicted to result in decreasing surface and ground water availability, flash floods, degradation of soil resources, decrease in crop yields, greater vulnerability to crop pest outbreaks, and declines in forest and pastureland ecosystem goods and services, thus rendering agricultural and herding communities extremely vulnerable to weather related losses of life, livelihood, and food security. In Rajasthan, government is focussing for sustainable development and climate change adaptation by finding and administering alternative methods to deal with issues of poverty and environmental degradation in context of linkage between livelihood and the immediate environment of the people. The livelihoods of the rural poor are directly dependent on environmental resources like land, water, forests — and are vulnerable to weather and climate variability. Climate change affects every aspect of society, environment and economy requiring adjustments in behaviour, livelihoods, infrastructure, laws, policies and institutions in response to experienced based expected climatic events. However, it was found that local coping strategies and traditional knowledge need to be used in synergy with government and local interventions. Solutions must be integrated to address the interrelationships between water, agriculture, forests and pastures, livestock. Finally, there is great potential for existing policies and schemes to be employed synergistically towards building true adaptive capacity for the rural communities. However, adapting to climate change will entail adjustments and implementation at every level – from community to national and international. © 2015 Global NEST Printed in Greece. All rights reserved.","Adaptation; Climate change; Livelihoods; Natural resources; Rajasthan",Article,Scopus
