Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Source
"Thomson G., Newman P.","Urban fabrics and urban metabolism – from sustainable to regenerative cities",2018,"Resources, Conservation and Recycling",15,"10.1016/j.resconrec.2017.01.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011964964&doi=10.1016%2fj.resconrec.2017.01.010&partnerID=40&md5=476a809f19239472736eb7cc2d54ba30","This paper uses urban metabolism as a way to understand the sustainability of cities. It suggests that the city organism can reduce its metabolic footprint (resource inputs and waste outputs) whilst improving its livability. Like organisms, different cities have different metabolisms. This paper demonstrates that different parts of a city (walking, transit and automobile urban fabrics) also have different urban metabolisms. A detailed case study from the city of Perth, Australia, is used to demonstrate metabolic variations in different parts of the city. Understanding urban metabolism and the processes that drive it is the key to transitioning from ecologically extractive to sustainable cities. Through targeted improvements it is even possible for some elements of the city to become regenerative so that they restore parts of the degraded urban environment thus reversing damage to the biosphere. © 2017","Regenerative design; Town planning; Urban fabrics; Urban metabolism",Article,Scopus
"Mullally G., Dunphy N., O'Connor P.","Participative environmental policy integration in the Irish energy sector",2018,"Environmental Science and Policy",3,"10.1016/j.envsci.2018.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042353759&doi=10.1016%2fj.envsci.2018.02.007&partnerID=40&md5=fae6241483945a39c84278564b4d0a88","This article explores the implications of participation for Environmental Policy Integration (EPI), through the window of Irish energy policy, employing concepts of ‘energy democracy’ and ‘energy citizenship’. Our analysis of a consultation process on energy policy identifies distinctive narratives, with different idealisations of energy citizens. We distil the implications of consequent, emergent institutional innovations examining imagined citizens, communication, participation and decision-making linked to policy. We adapt and operationalise the analytical framework of discursive institutionalism (Schmidt, 2008), using explanatory factors for EPI (Runhaar et al., 2017). Relocating the specific consultation in the wider process preceding and following its outcomes we examine the degree, and conditions under which participation advances EPI in the sector. We suggest that energy citizenship constructs and processes of energy democratisation remain highly contingent on context. Nevertheless, ‘principled priority’ (Lafferty and Hovden, 2003) though often involving trade-offs in practice, ought not be decoupled from processes of democratisation that may underpin its sustainability. © 2018 The Authors","Energy citizenship; Energy democracy; Energy transition; EPI; Participative EPI",Article,Scopus
"Schulz W., Fraillon J., Agrusti G., Ainley J., Losito B., Friedman T.","Becoming citizens in a changing world: IEA international civic and citizenship education study 2016 international report",2018,"Becoming Citizens in a Changing World: IEA International Civic and Citizenship Education Study 2016 International Report",7,"10.1007/978-3-319-74464-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053346128&doi=10.1007%2f978-3-319-74464-3&partnerID=40&md5=b9a9896bb7d9d6a638915bc6e3289282","This open access book presents the results from the second cycle of the IEA International Civic and Citizenship Education Study (ICCS 2016). Using data from 24 countries in Asia, Europe and Latin America, the study investigates the ways in which young people are prepared to undertake their roles as citizens in a range of countries in the second decade of the 21st century. It also responds to the enduring and emerging challenges of educating young people in a world where contexts of democracy and civic participation continue to change. New developments of this kind include the increase in the use of social media by young people as a tool for civic engagement, growing concerns about global threats and sustainable development, as well as the role of schools in fostering peaceful ways of interaction between young people. Besides enabling the evaluation of a wide range of aspects of civic and citizenship education, including those related to recent developments in a number of countries, the inclusion of test and questionnaire material from the first cycle of the study in 2009 allows the results from ICCS 2016 to be used to examine changes in civic knowledge, attitudes and engagement over seven years. © International Association for the Evaluation of Educational Achievement (IEA) 2018. All Rights Reserved.",,Book,Scopus
"Yin B.C.L., Laing R., Leon M., Mabon L.","An evaluation of sustainable construction perceptions and practices in Singapore",2018,"Sustainable Cities and Society",12,"10.1016/j.scs.2018.03.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044712493&doi=10.1016%2fj.scs.2018.03.024&partnerID=40&md5=ad08e10eb6944e394acea68d55a2ca46","Environmental challenges and risks associated with climate change face all of our cities, and the construction industry has a major role to play in terms of changed practice. The Singaporean government has, over a period of many decades, made efforts to address environmental challenges including the implementation in recent years of policies and guidance regarding the design of new buildings. These are regarded as vital to ensuring that the city has a sustainable future. The research reported in this paper undertook to review perceptions and awareness of sustainable construction methods and policies within the Singaporean construction industry. An in-depth online questionnaire was completed by respondents drawn from the A1 contractors group, with questions concerning both regulation and industrial perceptions, attitudes and action. With regards to the relative importance of drivers for change, the research indicated that regulatory compliance appeared to be more significant than new practices instigated as a results of changes in attitude and perception alone. A main conclusion of the paper is that government regulatory and incentive programmes may be able to drive positive change effectively and efficiently, but that this needs to happen alongside initiatives to support Client awareness and adoption of sustainable practice. © 2018 Elsevier Ltd","Attitude; Awareness; Obstacles; Perception; Singapore; Sustainable construction",Article,Scopus
"Chen Y., Han D.","Water quality monitoring in smart city: A pilot project",2018,"Automation in Construction",27,"10.1016/j.autcon.2018.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042076643&doi=10.1016%2fj.autcon.2018.02.008&partnerID=40&md5=e4ef3fa3b2e03709f338482fd44ba05e","A smart city is an urban development vision to integrate multiple information and communication technology (ICT), “Big Data” and Internet of Things (IoT) solutions in a secure fashion to manage a city's assets for sustainability, resilience and liveability. Meanwhile, water quality monitoring has been evolving to the latest wireless sensor network (WSN) based solutions in recent decades. This paper presents a multi-parameter water quality monitoring system of Bristol Floating Harbour which has successfully demonstrated the feasibility of collecting real-time high-frequency water quality data and displayed the real-time data online. The smart city infrastructure – Bristol Is Open was utilised to provide a plug & play platform for the monitoring system. This new system demonstrates how a future smart city can build the environment monitoring system benefited by the wireless network covering the urban area. The system can be further integrated in the urban water management system to achieve improved efficiency. © 2018 Elsevier B.V.","High-frequency; Internet of Things; Real-time; Smart city; Water quality monitoring",Article,Scopus
"Zhang B., Lu D., He Y., Chiu Y.-H.","The efficiencies of resource-saving and environment: A case study based on Chinese cities",2018,"Energy",6,"10.1016/j.energy.2018.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042917999&doi=10.1016%2fj.energy.2018.03.004&partnerID=40&md5=f00e626e9a902b46204655b304f9511a","In spite of its rapid economic development, China is faced with serious issues of resource shortage and environmental pollution. This paper is aimed at exploring the issues of resource shortage and environmental pollution in Chinese cities by means of efficiency evaluation. Through the Super-efficiency general directional distance function (GDDF) model, this paper calculates the urban efficiencies of resource-saving (UERS) of 197 Chinese cities from 2011 to 2015. Furthermore, considering the environmental problems, it applies the Super-efficiency GDDF model with undesirable outputs, and accesses the urban efficiencies containing environmental factors (UEEF). The empirical results are listed as follows. (1) Most of the Chinese cities exhibited comparatively low UERS and UEEF, indicating great potential for the reduction of resource consumption and environmental pollution; (2) Those groups with higher levels of resource-saving efficiency tend to have poorer environmental efficiency. This means that many cities achieve good economic performance at the expense of the environment; (3) In order to realize the sustainable economic and social development, we should not only save resources, but also reduce the emission of pollutants. © 2018 Elsevier Ltd","DEA; Environmental protection; GDDF; Resource-saving",Article,Scopus
"Lin J.-Y., Chen C.-F., Ho C.-C.","Evaluating the Effectiveness of Green Roads for Runoff Control",2018,"Journal of Sustainable Water in the Built Environment",1,"10.1061/JSWBAY.0000847","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065003913&doi=10.1061%2fJSWBAY.0000847&partnerID=40&md5=2ea6966cdaf332bcb2518fbdc487771b","Green roads can be incorporated into low-impact development (LID) practices to reduce the risk of flood disasters by collecting rainfall and reusing it as irrigation water for vegetation near the roads. In this study, an elevated expressway in Taichung, a city in central Taiwan, was selected to evaluate the performance of LID facilities; the storm water management model (SWMM) was applied with real site dimensions to compute possible runoff hydrographs and compare different real rainfall event scenarios. The runoff reductions from infiltration ponds, infiltration swales, rain barrels, and ecoponds were ranked. The results showed that the annual runoff reduction was 43.5-54.5%, and all LID facilities collected 5,365 m3 of runoff. Finally, three actual rainfall events in 2015 were simulated to determine drainage efficiency. The SWMM results showed that the elevated expressway LID facilities would have effectively reduced the flooding risks for those three actual rainfall events. Moreover, the performance of runoff reduction rate during slow rains with a long duration was higher than the performance under heavy rains with a short duration. © 2018 This work is made available under the terms of the Creative Commons Attribution 4.0 International license.","Flood mitigation; Green road; Low-impact development (LID); Storm-water management model (SWMM)",Article,Scopus
"Abdur Rahman Md., Shamim Hossain M., Hassanain E., Muhammad G.","Semantic Multimedia Fog Computing and IoT Environment: Sustainability Perspective",2018,"IEEE Communications Magazine",20,"10.1109/MCOM.2018.1700907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047358535&doi=10.1109%2fMCOM.2018.1700907&partnerID=40&md5=e5237bb249ce3d3132de1205c6d77923","We propose a fog-cloud hybrid architecture that can support a massive ad hoc crowd composed of a massive social network and distributed IoT nodes around a smart city environment. The fog computing framework is introduced to support energy efficiency by incorporating IoT nodes that act as an interface to the ad hoc crowd, is aware of user contexts within its vicinity, can do real-Time processing of user requests, supports a constrained amount of data offloading, and pass the geo-Tagged multimedia data available from the subset of the ad hoc crowd to the big data repository in the cloud. The framework leverages a sustainable crowdsourcing incentive model for both the ad hoc crowd and the IoT infrastructure provider. The proposed sustainable framework can potentially support context-Aware smart city services such as finding a lost person within the crowd, showing green and health risk prone zones, semantic and location-Aware notifications of events of interest, semantic IoT-based routing, and dealing with emergency situations. We present a communication architecture between mobile users and fog nodes, and between fog nodes and the cloud, a sustainability and energy efficiency model, and massive geo-Tagged, multimedia big data architecture. © 1979-2012 IEEE.",,Article,Scopus
"Lu Q., Zhao Y., Gao X., Wu J., Zhou H., Tang P., Wei Q., Wei Z.","Effect of tricarboxylic acid cycle regulator on carbon retention and organic component transformation during food waste composting",2018,"Bioresource Technology",34,"10.1016/j.biortech.2018.01.142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041525655&doi=10.1016%2fj.biortech.2018.01.142&partnerID=40&md5=d2491f74d8e8616862d2453a529216ac","Composting is an environment friendly method to recycling organic waste. However, with the increasing concern about greenhouse gases generated in global atmosphere, it is significant to reduce the emission of carbon dioxide (CO2). This study analyzes tricarboxylic acid (TCA) cycle regulators on the effect of reducing CO2 emission, and the relationship among organic component (OC) degradation and transformation and microorganism during composting. The results showed that adding adenosine tri-phosphate (ATP) and nicotinamide adenine dinucleotide (NADH) could enhance the transformation of OC and increase the diversity of microorganism community. Malonic acid (MA) as a competitive inhibitor could decrease the emission of CO2 by inhibiting the TCA cycle. A structural equation model was established to explore effects of different OC and microorganism on humic acid (HA) concentration during composting. Furthermore, added MA provided an environmental benefit in reducing the greenhouse gas emission for manufacture sustainable products. © 2018 Elsevier Ltd","Composting; Food waste; Organic component transformation; Structural equation models; Tricarboxylic acid cycle regulator",Article,Scopus
"Malik K.R., Sam Y., Hussain M., Abuarqoub A.","A methodology for real-time data sustainability in smart city: Towards inferencing and analytics for big-data",2018,"Sustainable Cities and Society",14,"10.1016/j.scs.2017.11.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044617332&doi=10.1016%2fj.scs.2017.11.031&partnerID=40&md5=c3d5c78706fa83905f6dbcd7f61465e0","A city gets evolved into the smart city by improving citizen's wellbeing, sustainability and work efficiency with the help of latest Information Communication Technology (ICT) and Internet of Things (IoT). Automated system monitoring tasks for a smart city plays a crucial aspect in the fields of ICT and IoT. Whereas, these monitoring should be adaptive to real-time data processing concerns to perform data analytics fast and accurate. High frequency and volume of big-data involved in the smart city require information projection to be sustainable while maintaining its representation for producing real-time inferencing and analytical results. Data modeling as reforming into most suitable forms for inferencing and analytics is a challenging and costly task while considering time constraints. Their natural representations are well suited for real-time data analytics and inferencing in IoT-based information on the Web. This study aims to collect information from smart city sensors and transform this information through data modeling by reforming it into data forms like RDF and JSON. A case study of the weather based dataset is shown to get the outcome in the said forms of RDF and JSON. This way data sustainability for both inferencing and big-data analytics can be promised at real-time. © 2018 Elsevier Ltd","Big-data analytics; Data modeling; Data sustainability; Internet of things; NoSQL; Smart city",Article,Scopus
"Etminani-Ghasrodashti R., Paydar M., Ardeshiri A.","Recreational cycling in a coastal city: Investigating lifestyle, attitudes and built environment in cycling behavior",2018,"Sustainable Cities and Society",4,"10.1016/j.scs.2018.02.037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042859443&doi=10.1016%2fj.scs.2018.02.037&partnerID=40&md5=47c89688e4ca07a5e2c32aae3c200126","Active mobility and especially cycling can play an important role in increasing sustainable travel behavior of urban residents. While increased recreational cycling can lead to further bicycling for other purposes, this study highlights the factors influencing recreational cycling. Recreational cycling in a coastal city is explored through investigating individuals’ lifestyles, attitudes, and the effects of built environmental features on frequent cycling. Data were collected from 426 residents of Kish Island, an Iranian city which has been provided with well-designed, dedicated cycling paths. Using confirmatory factor analysis, lifestyle patterns have been extracted from leisure activities which are mostly engaged by both tourists and residents. Additionally, attitudes were evaluated by exploring individuals’ preferences through selecting various cycling facilities. Results from ordinal regression analysis revealed that residents with an active and beach-oriented lifestyle have a higher tendency toward recreational cycling. Among other classifications of attitudes, landscape design made the highest contribution to recreational cycling. Furthermore, findings demonstrated that network connectivity does not significantly influence recreational cycling. Although findings from this study suggest that identifying lifestyle patterns and cyclist attitudes in coastal cities can enhance the probability of recreational cycling among residents as well as tourists, they can also be of interest to planners and policy makers in terms of enhancing the frequency of cycling in other regions with similar situations, namely, being a tourist destination and having a well-organized infrastructure in terms of cycling paths and other required cycling facilities that support recreational as well as other types of cycling behavior. © 2018 Elsevier Ltd","Attitudes; Beach-oriented activities; Lifestyle; Recreational cycling",Article,Scopus
"Pulido Barrera P., Rosales Carreón J., de Boer H.J.","A multi-level framework for metabolism in urban energy systems from an ecological perspective",2018,"Resources, Conservation and Recycling",7,"10.1016/j.resconrec.2017.05.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019761061&doi=10.1016%2fj.resconrec.2017.05.005&partnerID=40&md5=f5be8763424c35d82122098493e8252e","Cities have become the main centres of consumption and transformation of resources. As cities are still growing in terms of physical size, number of inhabitants and total energy consumption, unique challenges present themselves in order to safeguard a healthy urban living environment, while preventing resource shortages and pollution. The concept of urban metabolism may contribute to sustainable growth of cities as it can be used to understand emergent patterns in flows of energy and materials in the urban environment. The concept of urban metabolism draws upon an analogy with the biological meaning of metabolism, as it occurs in organisms and ecosystems. Here we present a review of the interpretation of urban metabolism in the context of urban energy dynamics and assess the validity of the proposed analogy with biology. Based on this analogy, we propose a conceptual framework for the role of urban metabolism in urban energy systems. Our review highlights that urban energy systems show a hierarchical organization comparable to ecological systems. However, the emergent patterns that result from the dynamics within urban systems differ from those occurring within ecological systems. We suggest that, in contrast to biological systems, urban energy systems lack energetic constraints at the lowest level of organisation that could enable the resource-efficient regulation of energy requirements at larger scales. The proposed framework highlights that low-level resource supply regulations may contribute to introduce scale-dependent relationships that increase energy use efficiency as cities grow. © 2017 The Authors","Metabolic theory of ecology; Multilevel organization; Regulation; Urban energy systems; Urban metabolism",Article,Scopus
"Li Y., Zhan J., Liu Y., Zhang F., Zhang M.","Response of ecosystem services to land use and cover change: A case study in Chengdu City",2018,"Resources, Conservation and Recycling",22,"10.1016/j.resconrec.2017.03.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017111713&doi=10.1016%2fj.resconrec.2017.03.009&partnerID=40&md5=2826edc42b4b5b530e5075d18c6d5255","Land use and cover change is an important factor reflecting the resource footprints of the human race. Studies related to land use and cover change with ecosystem services value can provide a good reference for research on human resource footprints. In this study, through the interpretation of remote sensing images of Chengdu from 2000 to 2015, we obtained data on land use and cover change. Based on the analysis of the equivalent factor table for land use and cover change and ecosystem services value, we used the CPI accumulation coefficient and marginal value coefficient to modify the evaluation model of ecosystem services value, thus calculating the value of ecosystem services for Chengdu. The results show that the area under farmland and grassland continued to decrease, while the area covered by forest land, water area, construction land and unused land continued to increase in general. The ecosystem services value of Chengdu increased from 2.86 × 1010 RMB yuan in 2000 to 5.02 × 1010 RMB yuan in 2015, indicating a 75.46% increase. From this study, we determined that the development of Chengdu during 2000–2015 is sustainable, with reasonable land use, and will provide an important reference for economic development and land use policy in Chengdu in the future. © 2017 Elsevier B.V.","Chengdu city; Ecosystem services value; Land use and cover change; Resource footprints; Sensitivity analysis",Article,Scopus
"Bolson J., Sukop M.C., Arabi M., Pivo G., Lanier A.","A Stakeholder-Science Based Approach Using the National Urban Water Innovation Network as a Test Bed for Understanding Urban Water Sustainability Challenges in the U.S.",2018,"Water Resources Research",1,"10.1029/2017WR021191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047495828&doi=10.1029%2f2017WR021191&partnerID=40&md5=5fcd7cb2ca254f5d296643677ab40775","Urban water systems across the United States are struggling to adapt to an evolving set of threats. Understanding specific pressures and the regional responses to those pressures requires input from practitioners with knowledge of sociotechnological aspects of urban water systems. The Urban Water Innovation Network (UWIN), a consortium of academic institutions and partners supported by the National Science Foundation Sustainability Research Network program, provides a unique opportunity to engage stakeholder and research communities across the U.S. Interactions between UWIN researchers and water stakeholders from five regions (Southeast Florida, Sun Corridor, Mid-Atlantic, Pacific Northwest, and Front Range) form the basis for case studies on transitions toward sustainability. Analysis of qualitative data on pressures, states, and responses collected during interactions provides insight into the challenging context of urban water management. Top pressures identified include climate change, aging infrastructure, water quality impairments, and funding limitations. Additionally, stakeholders described resistance to change and short-term perspectives among elected officials, limited understanding/awareness of water systems among decision makers, and lack of leadership on water issues as contributing to pressures. More than technological solutions, practitioners call for improved coordination in water management, strengthened communication with elected officials, and behavioral change among citizens. Regarding stakeholder-scientist interactions, participants sought practical outcomes, such as the organization of seemingly abundant scientific products into usable products. The utility of the pressure-state-response model as a framework for data collection and analysis in the context of understanding transitions toward urban water sustainability is discussed and recommendations for future studies are presented. © 2018. American Geophysical Union. All Rights Reserved.","case studies; integrated urban water management; Participatory; stakeholder; transitions",Article,Scopus
"Macke J., Casagrande R.M., Sarate J.A.R., Silva K.A.","Smart city and quality of life: Citizens’ perception in a Brazilian case study",2018,"Journal of Cleaner Production",28,"10.1016/j.jclepro.2018.02.078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043600864&doi=10.1016%2fj.jclepro.2018.02.078&partnerID=40&md5=0c53cb9bbd43311c943b1864df7f8471","Smart cities attract considerable attention from academics and urban planners mainly in the context of urban development policies. Based on technological innovations, smart cities are complex ecosystems that have the potential to improve urban livability, workability and sustainability through a network of people, processes and data. However, according to academics and urban planners the smart city concept favors technological products and solutions over end users and their quality of life. This perspective calls for an integrated analysis approach that considers the smart city as an organic whole, which encompasses objective and subjective quality of life domains (QOL). This paper aimed to evaluate the perception of quality of life in a smart city and to analyze the main elements of citizens’ satisfaction with their home city. The research analyzed the city of Curitiba, in Southern Brazil, claimed to be a livable, green, and inclusive city and one of the ten smartest cities in the world. Interviews with 400 residents identified four main QOL domains: socio-structural relationships, environmental well-being, material well-being and community integration. The respondents’ overall perception revealed their low satisfaction with the main elements that characterize Curitiba as a smart city. This finding calls for a better understanding of the planning and management of smart cities in conjunction with the QOL elements and their effects on citizens. The research provides some contributions to understand the interconnected facets of QOL domains in the Smart Cities context. From a smart city perspective, the research concludes that success within the domain of smart living can be achieved by providing the four factors revealed by the analysis. According to our results, meeting these criteria of success would improve citizen's quality of life, creating a stronger community within the city. Finally, the study provides relevant information for social researchers and urban planners by identifying factors that influence QOL perceptions and providing elements for political and academic debate. © 2018 Elsevier Ltd","Citizens’ perception; Curitiba; Quality of life; Smart city",Article,Scopus
"Mia S., Uddin M.E., Kader M.A., Ahsan A., Mannan M.A., Hossain M.M., Solaiman Z.M.","Pyrolysis and co-composting of municipal organic waste in Bangladesh: A quantitative estimate of recyclable nutrients, greenhouse gas emissions, and economic benefits",2018,"Waste Management",3,"10.1016/j.wasman.2018.01.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044723413&doi=10.1016%2fj.wasman.2018.01.038&partnerID=40&md5=c6741b44d71eca08309fac450789eb52","Waste causes environmental pollution and greenhouse gas (GHG) emissions when it is not managed sustainably. In Bangladesh, municipal organic waste (MOW) is partially collected and landfilled. Thus, it causes deterioration of the environment urging a recycle-oriented waste management system. In this study, we propose a waste management system through pyrolysis of selective MOW for biochar production and composting of the remainder with biochar as an additive. We estimated the carbon (C), nitrogen (N), phosphorus (P) and potassium (K) recycling potentials in the new techniques of waste management. Waste generation of a city was calculated using population density and per capita waste generation rate (PWGR). Two indicators of economic development, i.e., gross domestic product (GDP) and per capita gross national income (GNI) were used to adopt PWGR with a projected contribution of 5–20% to waste generation. The projected PWGR was then validated with a survey. The waste generation from urban areas of Bangladesh in 2016 was estimated between 15,507 and 15,888 t day−1 with a large share (∼75%) of organic waste. Adoption of the proposed system could produce 3936 t day−1 biochar blended compost with an annual return of US $210 million in 2016 while it could reduce GHG emission substantially (−503 CO2 e t−1 municipal waste). Moreover, the proposed system would able to recover ∼46%, 54%, 54% and 61% of total C, N, P and K content in the initial waste, respectively. We also provide a projection of waste generation and nutrient recycling potentials for the year 2035. The proposed method could be a self-sustaining policy option for waste management as it would generate ∼US$51 from each tonne of waste. Moreover, a significant amount of nutrients can be recycled to agriculture while contributing to the reduction in environmental pollution and GHG emission. © 2018 Elsevier Ltd","Agricultural and environmental sustainability; Biochar; Composting; GHG emission; Organic waste recycling",Article,Scopus
"Jorquera H., Barraza F., Heyer J., Valdivia G., Schiappacasse L.N., Montoya L.D.","Indoor PM2.5 in an urban zone with heavy wood smoke pollution: The case of Temuco, Chile",2018,"Environmental Pollution",7,"10.1016/j.envpol.2018.01.085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041685764&doi=10.1016%2fj.envpol.2018.01.085&partnerID=40&md5=a44955d525cdf7eb03ba8ef5f217675f","Temuco is a mid-size city representative of severe wood smoke pollution in southern Chile; however, little is known about the indoor air quality in this region. A field measurement campaign at 63 households in the Temuco urban area was conducted in winter 2014 and is reported here. In this study, indoor and outdoor (24-hr) PM2.5 and its elemental composition were measured and compared. Infiltration parameters and outdoor/indoor contributions to indoor PM2.5 were also determined. A statistical evaluation of how various air quality interventions and household features influence indoor PM2.5 was also performed. This study determined median indoor and outdoor PM2.5 concentrations of 44.4 and 41.8 μg/m3, respectively. An average infiltration factor (0.62 ± 0.06) was estimated using sulfur as a tracer species. Using a simple mass balance approach, median indoor and outdoor contributions to indoor PM2.5 concentrations were then estimated as 12.5 and 26.5 μg/m3, respectively; therefore, 68% of indoor PM2.5 comes from outdoor infiltration. This high percentage is due to high outdoor pollution and relatively high household air exchange rates (median: 1.06 h−1). This study found that S, Br and Rb were dominated by outdoor contributions, while Si, Ca, Ti, Fe and As originated from indoor sources. Using continuous indoor and outdoor PM2.5 measurements, a median indoor source strength of 75 μg PM2.5/min was estimated for the diurnal period, similar to literature results. For the evening period, the median estimate rose to 135 μg PM2.5/min, reflecting a more intense wood burning associated to cooking and space heating at night. Statistical test results (at the 90% confidence level) support the ongoing woodstove replacement program (reducing emissions) and household weatherization subsidies (reducing heating demand) for improving indoor air quality in southern Chile, and suggest that a cookstove improvement program might be helpful as well. In the city of Temuco, southern Chile, 68% of indoor PM2.5 comes from severe outdoor pollution due to intensive wood burning, enhanced by poor household building standards and fuel poverty. © 2018 Elsevier Ltd","Household infiltration; Indoor air quality; Sustainable urban development; Woodstove replacement program",Article,Scopus
"Alhumaid M., Ghumman A.R., Haider H., Al-Salamah I.S., Ghazaw Y.M.","Sustainability evaluation framework of urban stormwater drainage options for arid environments using hydraulic modeling and multicriteria decision-making",2018,"Water (Switzerland)",5,"10.3390/w10050581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046701161&doi=10.3390%2fw10050581&partnerID=40&md5=a0e3978064c47658a5f1b0472ed429b8","Stormwater drainage systems in urban areas located in arid environmental regions generally consist of storm-sewer networks and man-made ponds for the collection and disposal of runoff, respectively. Due to expansion in cities' boundaries as a result of population growth, the capacity of existing drainage systems has been exhausted. Therefore, such systems overflow even during the smaller (than the design) return period floods. At the same time, changing rainfall patterns and flash floods due to climate change are other phenomena that need appropriate attention. Consequently, the municipalities in arid environmental regions are facing challenges for effective decision-making concerning (i) improvement needs for drainage networks for safe collection of stormwater, (ii) selection of most feasible locations for additional ponds, and (iii) evaluation of other suitable options, such as micro-tunneling. In this research, a framework has been developed to evaluate different stormwater drainage options for urban areas of arid regions. Rainfall-runoff modeling was performed with the help of Hydrological-Engineering-Centre, Hydrological-Modelling-System (HEC-HMS). To evaluate the efficacy of each option for handling a given design flood, hydraulicmodeling was performed using SewerGEMS. Meteorological and topographical data was gathered from the Municipality of Buraydah and processed to generate different inputs required for hydraulic modeling. Finally, multicriteria decision-making (MCDM) was performed to evaluate all the options on the basis of four sustainability criteria, i.e., flood risk, economic viability, environmental impacts, and technical constraints. Criteria weights were established through group decision-making using the Analytic Hierarchy Process (AHP). Preference-Ranking-Organization-Method for Enrichment- Evaluation (PROMETHEE II) was used for final ranking of stormwater drainage options. The proposed framework has been implemented on a case of Buraydah City, Qassim, Saudi Arabia, to evaluate its pragmatism. Micro-tunnelling was found to be the most sustainable option. © 2018 by the authors.","AHP; Arid environments; HEC-HMS; Hydraulic modeling; PROMETHEE II; Urban drainage",Article,Scopus
"Xue Z., Zhen L.","Impact of rural land transfer on land use functions in Western China's Guyuan based on a multi-level stakeholder assessment framework",2018,"Sustainability (Switzerland)",6,"10.3390/su10051376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046134300&doi=10.3390%2fsu10051376&partnerID=40&md5=6149924d9352aa4533aa697032392671","To achieve sustainable rural development, it is necessary to simultaneously protect ecologically important land and efficiently use existing agricultural land. Land use functions (LUFs) are widely used to assess regional sustainable development. Guyuan is located in a typical hilly and gully region of western China, with ecologically fragile land. Rural land transfer (RLT) has been advocated to prevent abandonment of agricultural land and promote rational, effective utilization of the land. In this study, we used LUFs in a multi-level stakeholder assessment framework to integrate the opinions of all stakeholders in an evaluation of the impact of RLT on regional sustainable development. We employed the framework for participatory impact assessment, key informant interviews, and questionnaires to obtain data to support the development of scenarios to compare the impacts on LUFs. We found that RLT had positive impacts on each LUF in Guyuan, especially for the land-based production and food security LUFs. Importantly, the measures required to support RLT must vary among landforms and location conditions to successfully develop the LUFs and ensure sustainable development. We found that the integrated multi-level stakeholder assessment framework can comprehensively assess the impacts of land use measures on sustainable development and support regional land-use decision-making. © 2018 by the authors.","FoPIA; Guyuan; Land usage rights; Land use functions; Western China",Article,Scopus
