Authors,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords
"Pokhrel R., Ramírez-Beltran N.D., González J.E.","On the assessment of alternatives for building cooling load reductions for a tropical coastal city",2019,"Energy and Buildings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055751406&doi=10.1016%2fj.enbuild.2018.10.023&partnerID=40&md5=113cec6ee783daa46ae089fce4842dc0","Our goal in this contribution is to study and formulate different scenarios that will aid in identifying opportunities to increase environmental and energy sustainability of the urban environment of a tropical coastal city. These cities are among the most vulnerable to climate change and impacts on the energy infrastructures are particularly concerning. For this effort, the Weather Research and Forecast (WRF) model, with the Building Effect Parameterization and Building Energy Model (BEP-BEM) schemes are applied to the tropical coastal San Juan Metropolitan Area (SJMA) in Puerto Rico. SJMA has a total population of 2.0 million inhabitants in a total area of 750 km2. Building use and heights required for BEP-BEM are estimated from the World Urban Database Access Portal Tool (WUDAPT), Local Climate Zones (LCZs) classification, which partitions the urban landscape into ten different urban classes. WUDAPT output was compared with observations from the NASA ATLAS Mission and NASA Landsat 8 imagery, and was found to be in good resemblance for their urban built up class. To test energy use and mitigation strategies for SJMA, we consider the heat wave event from 09-29-2014 to 10-02-2014. The new modeling methodology (BEP-BEM-WUDAPT) was found to improve results from non-urbanized versions when compared with observations from a network of weather stations. Air conditioning (AC) demand from urban WRF was found to be in good agreement with EnergyPlus™ simulations and available records from the local power utility company. The work explored building energy sustainability and mitigating options to include energy efficient building materials, white roofs, increase of indoor AC temperature set points, and use of high efficiency AC equipment. Among mitigating alternatives explored, results show that white roofs, target indoor temperatures and high efficient AC systems reduce the total energy demand by 6.9%, 9.9% and 16.15%, respectively. Furthermore, when considering all alternatives simultaneously, the peak demand decreased by 40% during a tropical heat wave event. © 2018 The Authors","AC demand; EnergyPlusTM; Mitigating extreme AC demand; Urban WRF; WUDAPT"
"Balbás Egea J.Á., Eguren Egiguren J.A.","Bases for a sustainable energy model. Case study: Basque autonomous community",2019,"International Journal of Sustainable Energy",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065164463&doi=10.1080%2f14786451.2019.1609474&partnerID=40&md5=55dd4f29f1eb2989d796aee06548ff59","The current Spanish energy model has become obsolete for social, economic and environmental reasons. This conditions the economic and social model of the country. To change the model, a transition period is required and the identification of energies available in the vicinity, citizen commitment, the mobilisation of technological and economic resources, a model of efficiency, generation and distribution. In this new model, compliance with environmental commitments, the generation of economic activity and the guarantee that the transition will not involve uncertainty in terms of availability and security of supply, must be unquestionable commitments. To this end, the possibilities of implementing a sustainable energy model, of proximity, that allows maintaining an industrial economic structure, has been studied in a region of the Basque Autonomous Community (Spain). This article presents the different phases of the study, the methodology used, conclusions and the bases for a sustainable model. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","citizen participation; economic and energy model; economic growth; energy efficiency; energy policy; Sustainable energy model"
"Cossu S.","Labours of love and convenience: Dealing with community-supported knowledge in museums",2019,"Publications",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063123509&doi=10.3390%2fpublications7010019&partnerID=40&md5=47d9132b23c5bd9d57a137654bde5d9f","This writing utilizes the case study of a specific project, namely adopting a Digital Asset Management System (DAMS) based on open source technologies at the Art Institute of Chicago (AIC), to describe the thought process, which along the way led to the discovery of Linked Data and more general technology development practices based on community participation. In order to better replicate such a thought process and its evolution into a broader strategy that goes beyond technology, this paper will begin by describing the problem that the Collection IT team at AIC had been initially tasked to resolve, and its technical implementation. After that, the paper will treat the strategic shift of resources from a self-contained production and review cycle toward an exchange-based economy. The challenges, both external and internal, posed by this change will be addressed. All the while, the paper will highlight perspectives and challenges related to the museum sector, and the efforts of AIC to adopt views and methodologies that have traditionally been associated with the library world. A section is dedicated to ongoing efforts of the same nature among museums. © 2018 by the authors.","Community-driven knowledge; Linked Data; Museums; Sustainable development"
"Dietz T., Grabs J., Chong A.E.","Mainstreamed voluntary sustainability standards and their effectiveness: Evidence from the Honduran coffee sector",2019,"Regulation and Governance",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062330024&doi=10.1111%2frego.12239&partnerID=40&md5=cf0eea0e34be8ad7a9b347057df04426","Voluntary Sustainability Standards have become a popular private governance framework for more sustainable agri-food value chains. Yet, amid increasing concerns over the decoupling of standards and practices, it is still unclear to what extent agricultural standard requirements are implemented on the ground, and what may account for such differential implementation. This study employs a novel dataset of 659 Honduran coffee producers to examine this puzzle, focusing on the most widely used standards in the coffee sector (Common Code for the Coffee Community, Fairtrade, Fairtrade/organic, UTZ Certified, and Rainforest Alliance). It first presents results on implementation and behavioral change, based on matched groups of certified and non-certified farmers, for eight representative social and environmental sustainability practices. Analyzing determinants of implementation success, it finds that the stringency of rules – if they are known by farmers – and the level of farm-gate prices are significantly correlated with farmers’ performance and lower levels of decoupling across a majority of indicators. These results speak to the importance of supporting small-scale actors’ awareness of and financial capacity to comply with proposed sustainability rules. © 2019 John Wiley & Sons Australia, Ltd","impact of private regulation; private regulation; sustainable development goal; transnational governance; voluntary sustainability standards"
"Fuchs L.E., Peters B., Neufeldt H.","Identities, interests, and preferences matter: Fostering sustainable community development by building assets and agency in western Kenya",2019,"Sustainable Development",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062327940&doi=10.1002%2fsd.1934&partnerID=40&md5=eb41605a50f69ce497d347f7cb8e4a0b","The efficiency and sustainability of climate change adaptation projects depend on appropriate models and tools to take climate-smart practices to scale. This paper presents the “Building assets and agency” approach taken by the Accelerating Adoption of Agroforestry project whose objective is to scale the adoption of context-specific adaptation and mitigation options. Through the approach, communities are encouraged to identify, mobilise, and use their existing assets to define community plans that are responsive to their identities, interests, and preferences. This innovative approach combines conscious selection of project staff and partners, group capacity and agency training, cocreation of skills in self-selected agricultural practices with an emphasis on business skills, and tools for sustainable scaling through farmer-to-farmer extension. The paper addresses challenges and solutions, and case study data justifying proof of concept. While developed in a climate change context, and being sensitive to a number of factors, the approach can support effective, efficient, and socially appropriate action in any sector. © 2019 John Wiley & Sons, Ltd and ERP Environment","asset-based community development; climate change adaptation; development effectiveness; farmer-to-farmer extension; participatory stakeholder engagement; sustainable development"
"Santos J., Bressi S., Cerezo V., Lo Presti D.","SUP&R DSS: A sustainability-based decision support system for road pavements",2019,"Journal of Cleaner Production",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054805154&doi=10.1016%2fj.jclepro.2018.08.308&partnerID=40&md5=f5ef93161123190f1524753cc84a441f","Road pavement community members are increasingly becoming aware of the need to incorporating the principles of sustainable development into the sector. Policies are also going in this direction and as a consequence in the recent years researchers and practitioners are coming up with new materials, technologies and practices designed to reduce the negative impacts of their activities in the surroundings. Within this framework the road pavements sector is witnessing a paradigm shift towards the development of pavement technologies incorporating high-content of recycled materials, as well as best practices to decrease the overall carbon footprint. These are all promising solutions that to the most can sound as sustainable practices. However the whole road pavement community is still investigating methodologies and tools to define what actually sustainable means and thereby performing a sustainable decision-making. It is within this context that the need of a sustainability-based decision support system (DSS) that could help road pavement engineers at the design stage was identified and is here presented. The Sustainable Pavements & Railways DSS (SUP&R DSS) relies on a multi-criteria decision analysis (MCDA) method to rank the sustainability of alternatives. It applies life cycle-based approaches to quantify the values of a set of indicators purposely and methodologically selected to capture the cause-effect link between the general concepts of the three wellbeing dimensions of sustainability, i.e., environmental, economic and social, and the infrastructure construction and maintenance practice. Furthermore, the system allows selecting different weighting for the indicators but offers also a default set of values derived from a survey conducted with over 50 stakeholders in Europe and beyond. Together with the development, structure and features of the SUP&R DSS, this paper present its applicability by means of a case study aiming at identifying the most sustainable asphalt mixture for wearing courses. Several promising options for flexible road pavements were selected, ranging from low to hot temperature asphalt. The results show that a foamed warm mix asphalt mixture with a reclaimed asphalt pavement content of 50% is the most sustainable among the competing alternatives. Furthermore, a sensitivity analysis conducted to investigate the influence of the indicators weights, the parameters of the MCDA method and the long-term performance of the alternative asphalt mixtures on the stability of the ranking showed that its first position in the ranking remained unaffected. © 2018 Elsevier Ltd","Life cycle thinking; Multi-criteria decision analysis; Sustainability assessment; Sustainable design; Sustainable engineering; Sustainable pavements"
"Amadu F.O., McNamara P.E.","Performance incentives and information communication technologies in Ugandan agricultural extension service delivery",2019,"African Journal of Food, Agriculture, Nutrition and Development",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065027433&doi=10.18697%2fAJFAND.84.BLFB1007&partnerID=40&md5=a72450843991680d8862fbc0f9d4a702","Agriculture is the backbone of many countries in sub-Saharan Africa. Yet, lack of efficient extension systems to support agricultural development is widely seen as a missing link in agricultural transformation in the region. International development agencies have in the past four decades invested heavily in various extension models such as the Training and Visit and Farmer Field School systems in order to enhance the performance of extension workers. Despite such investments, the performance of extension agents does remain suboptimal in many contexts. Studies in other sectors show that incentivizing worker performance through nudges such as incentive realignment schemes that tie worker performance to a pay/bonus system could enhance worker productivity. However, there is a lack of incentive realignment studies that estimate the performance of extension agents in sub-Saharan Africa. A potential hindrance to the application of such scheme to extension is the absence of monitoring mechanisms to track the performance of extension agents who often work across diverse local contexts to reach smallholder farmers with extension advice. This study empirically estimates the effect of an information communication technology (ICT)-based payment incentive system that tracks the performance of extension workers in rural Uganda. It undertakes a quasi-experimental ex-post impact assessment of a payment incentive realignment as an exogenous shift in the price of labor for extension services by Ugandan Community Knowledge Workers (CKWs) in 2011. This study applies a difference-in-difference with propensity score matching technique to estimate the effect of an ICT-based incentive re-alignment scheme in 2011, on the performance of 461 CKWs in rural Uganda. The study shows that CKWs in rural Uganda respond positively to an ICT-based performance incentive scheme that affects the price of labor. Results suggest that such performance systems can enhance the productivity of CKWs - an exemplar of rural extension agents in Uganda and elsewhere in developing countries. It also finds that younger CKWs respond more productively to higher incentives than their older counterparts. Therefore, the study suggests that extension policies that tie extension agents' performance to ICT-based payment incentives could enhance their performance and contribute towards the sustainable developments goals on food security, among others, through multiplier effects. © Afr. J. Food Agric. Nutr. Dev. 2019.","Agricultural extension; Community knowledge workers; ICT-based performance incentives"
"Zhu X., Liu W., Chen H., Deng Y., Chen C., Zeng H.","Effects of forest transition on litterfall, standing litter and related nutrient returns: Implications for forest management in tropical China",2019,"Geoderma",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050157666&doi=10.1016%2fj.geoderma.2018.07.023&partnerID=40&md5=c886351c3d6a0c5426878a1e96f71def","Land-use change is widespread throughout the tropics where large areas of natural forests being converted to secondary forests and tree plantations. In order to search for appropriate forest management, it is necessary to evaluate litter production, its temporal variation, and nutrient return of these ecosystems. In this study therefore, we investigated litterfall production, standing litter and litter quality for 5 years in a tropical seasonal rainforest (TSR), tropical secondary forest (TSF), tropical anthropogenic forest (TAF), and a rubber monoculture (RM) in Xishuangbanna, SW China. Results showed that the annual mean litterfall was significantly higher in TSF (14.83 Mg ha−1 year−1), followed by TAF (12.69 Mg ha−1 year−1), TSR (11.20 Mg ha−1 year−1) and RM (9.21 Mg ha−1 year−1). Both precipitation and temperature exerted greater impacts on litterfall amount in TSR and TSF than that in TAF and RM. The peak litterfall occurred in the cool and dry season for all four forest sites. Average standing litter for 5 years followed the order of TAF (3.08 Mg ha−1) &gt; RM (2.91 Mg ha−1) &gt; TSR (2.52 Mg ha−1) &gt; TSF (2.04 Mg ha−1). Total returns of C, N, P, and K to mineral soil showed a decreasing trend of TSF &gt; TAF &gt; TSR &gt; RM, which had a variation pattern similar to that for litter production. Nutrient-use efficiency varied with the mineral elements involved, and they differed significantly across the four forest types. Overall, litter production and nutrient returns increased after conversion of tropical primary forest to secondary forest and anthropogenic forest, but both responses decreased after conversion to the rubber monoculture. Therefore, establishing a multilayered community on degraded tropical land or introducing native species into ageing rubber forest offers a promising way to maintain the sustainable use and management of local forest resources. © 2018 Elsevier B.V.","Forest conversion; Litterfall dynamics; Nutrient return; Soil fertility; Sustainable development"
"Agyemang-Duah W., Abdullah A., Mensah C.M., Arthur-Holmes F., Addai B.","Caring for older persons in rural and urban communities: perspectives of Ghanaian informal caregivers on their coping mechanisms",2019,"Journal of Public Health (Germany)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066267854&doi=10.1007%2fs10389-019-01082-4&partnerID=40&md5=564603d904f453fcd5b09a48c6a0b58a","Objective: Studies on informal caregiving for older persons in Ghana have only reported the challenges of the caregivers without providing their coping mechanisms. Considering the myriad of challenges facing informal caregivers in Ghana, we sought to explore the coping mechanisms utilised by informal caregivers in rural and urban settings of Ghana to overcome their caregiving challenges. Methods: In-depth interviews were conducted with 20 purposively selected caregivers from the Ejisu-Juaben Municipality and Kumasi Metropolis in the Ashanti Region of Ghana. The data were thematically analysed and common themes were reported as findings. Results: Six key coping mechanisms were found; faith in God, support from friends and family, borrowing from friends, acceptance and encouragement, reducing expenditure on other activities, and taking time off. Conclusion: The findings provide key strategies to policy-makers in the health sector to prevent the burnout of informal caregivers. Considerations from the coping mechanisms enumerated in the current study could guide the design and implementation of policies towards improving the informal healthcare sector in Ghana, which is crucial to the realisation of the United Nations’ health-related Sustainable Development Goals. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","Caregiving; Coping mechanisms; Ghana; Informal healthcare; Older persons"
"Mohammed W.F., Xiao A., Hilton E.","A Critical Analysis of Corporate Social Responsibility in Ghana’s Telecommunications Industry",2019,"Communicatio",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061514600&doi=10.1080%2f02500167.2018.1552601&partnerID=40&md5=4514c74999e0da4b9e6d54a84b07e4ce","While there has been extensive research on corporate social responsibility (CSR) across disciplines, there is still a dearth of research on CSR in Africa, south of the Sahara, which is one of the socio-economically marginalised regions in the global economy. Through in-depth interviews of employees at the management, mid and entry levels of the top four telecommunications companies in Ghana, this article explores the corporate sector's commitment to CSR by critically analysing how mobile service providers manage CSR projects in their communities of operation. Specifically, this study examines how telecom companies utilise CSR to contribute to educational, economic and social development in the Northern Region, one of the most developmentally marginalised regions of the country. Using a development communication approach, our study assesses how multinational corporations (MNCs) can prioritise marginalised communities over profit in their approach to CSR management. We argue that telecom companies need to actively involve community members, employees and stakeholders in decisions about CSR management if they are to make any impact in their communities of operation. From these findings, practical and theoretical recommendations are presented to contribute to the development of CSR epistemologies and praxes in the Global South. © 2018, © 2018 Unisa Press.","corporate social responsibility; development communication; Ghana; Global South; management communication; sustainable development; telecommunications"
"Laso J., García-Herrero I., Margallo M., Bala A., Fullana-I-Palmer P., Irabien A., Aldaco R.","LCA-based comparison of two organic fraction municipal solid waste collection systems in historical centres in Spain",2019,"Energies",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065329590&doi=10.3390%2fen12071407&partnerID=40&md5=d8bc4210a1c0664ae7612f0fba8063bb","Municipal solid waste (MSW) collection is an important issue in the development and management of smart cities, having a significant influence on environmental sustainability. Door-to-door and pneumatic collection are two systems that represent a way of arranging waste collection in city´s historic areas in Spain where conventional street-side container collection is not feasible. Since door-to-door collection generates significant direct greenhouse gas emissions from trucks, pneumatic collection emerges as an alternative to the trucking system. While this technology apparently reduces local direct air emissions, it suffers from a large energy demand derived from vacuum production for waste suction. The introduction of new normative frameworks regarding the selective collection of the biodegradable fraction makes necessary a comprehensive analysis to assess the influence of this fraction collection and its subsequent recycling by anaerobic digestion. As a novelty, this work compares both conventional door-to-door and pneumatic collection systems from a life cycle approach focusing on the biodegradable waste. Results indicate that, in spite of the fact electricity production and consumption have a significant influence on the results, the energy savings from the recycling of the organic fraction are higher than the energy requirements. Therefore, the pneumatic collection could be an environmentally-friendly option for MSW management under a circular economy approach in Spanish city´s historic areas, since wastes could be a material or energy source opportunity. © 2019 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).","Anaerobic digestion; Biowaste; Life cycle assessment; Smart city; Waste collection"
"Boutemedjet A., Bounouala M., Idres A., Benselhoub A.","Assessment of dust pollution related to granite quarry operations in Kef Bouacida, Annaba (Algeria)",2019,"Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065139120&doi=10.29202%2fnvngu%2f20191%2f13&partnerID=40&md5=90af85bfac45afc7c43f1a382a4afaff","Purpose. Assessment of dust pollution and analysis of aeroparticles generated during operations at the quarry of Kef Bouacida aggregates, located in Oued El Aneb Annaba northeastern of Algeria. Methodology. Measurement and monitoring of dust fallen, taken from the quarry site allowed identifying the forms and characteristics of the collected particles. These measurements were performed according to the French AFNOR NF X 43007 standards on measurement of dry atmospheric deposition by the method of platelet deposition. Findings. The results obtained during the dust fall show that these measures (83.34 g/m 2/month) are much higher than the reference values of 30 g/m 2/ month in the AFNOR NFX43007, to the German standard TALUFT (10.5 g/m 2/month) and the Swiss OPair law (6 g/m 2/month). For this reason, containment methods and measures intended to limit, prevent and eliminate the consequences of the production on the environment are suggested. Originality. The evaluation of the adverse effects related to mining production, in particular the nuisance of dust, which can contribute to sensitizing the fight against these negative impacts on the environment, health and safety of the local population, and also increase environmental preservation actions and sustainable development. Practical value. The reduction of fine particle emissions is the greatest environmental challenge that the Algerian mining faces. The effects assessment of mining of granite on the environment, and the description of the difficulties of dust propagation, can be maintained by reduction measures to fight this nuisance, which poses safety and health problems for staff, accelerates the wear of equipment, and affects the quality of materials, not to mention the inconvenience to residents and farmers. This study is part of the development of environmental protection and conservation of natural resources. © Boutemedjet A., Bounouala M., Idres A., Benselhoub A., 2019.","Algeria; Dust pollution; Environment; Impact; Kef-Bouacida quarry"
"Pasupuleti S., Sandilya D.K., Singha S., Singha S.S., Saha S.","Delineation of groundwater potential zones utilising geospatial techniques in kadiri watershed of Anantapur district, Andhra Pradesh, India",2019,"Journal of Environmental Biology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063439075&doi=10.22438%2fjeb%2f40%2f1%2fMRN-935&partnerID=40&md5=de5ad49a50addd7ba232ee5e39db203c","Aim : The objective of the study was to analyse and to identify the groundwater prospect zones (GWPZ) by developing groundwater potential zone map for Kadiri watershed ofAnantapur district inAndhra Pradesh, India. Methodology : Nine thematic layers were generated, i.e.. geology, geomorphobgy. soil texture, soil depth, drainage density, slope, rainfall, lineament density and land use land cover of the study area, and based on multi criteria analysis (MCA) method revised ratings and weights were computed from interrelationship among the influencing layers. Integration of all thematic layers was done through weighted overlay technique (WOT) for developing groundwater potential zone map of the study area using GIS software. Results: Five groundwater potential zones (GWPZ) were identified in the study area ranging from very poor to very good. According to the classification of GWPZ. 7.14% (36.95 sq.km) and 39.88 % (206.31 sq.km) of the study area falls under 'very good"" and 'good' groundwater potential zone whereas 30.81 % of study area. i.e., 159.35 sq.km accounts for moderate groundwater prospect It was also observed that 17.77% (91.9 sq.km) and 4.40% (22.77 sq.km) accounts for 'poor' and 'very poor' groundwater potential zone in the study area, respectively. The major portion of good groundwater potential zone was found in the eastern part of the study area. Interpretation : The research outcome of the present study on status of groundwater availability will be helpful to the stake holders, local administration and policy makers in framing the guidelines for better planning, utilization and rejuvenation of depleting groundwater resources for sustainable development in the study area. © 2019 Triveni Enterprises. All Rights Reserved.","Delineation; Drought-prone; Groundwater potential zones; Multi criteria analysis; Weighted overlay technique"
"Charters L.J., Aplin P., Marston C.G., Padfield R., Rengasamy N., Bin Dahalan M.P., Evers S.","Peat swamp forest conservation withstands pervasive land conversion to oil palm plantation in North Selangor, Malaysia",2019,"International Journal of Remote Sensing",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061337501&doi=10.1080%2f01431161.2019.1574996&partnerID=40&md5=95cfb3fb733d5f3e4736b982778e60cd","Tropical deforestation remains one of the major global challenges of the twenty-first century driven to a large extent by the conversion of land for agricultural purposes, such as palm oil production. Malaysia is one of the world’s largest palm oil producers and has seen widespread conversion to oil palm from primary forest, including peat swamp forest (PSF). This study investigates the rate and extent of pervasive oil palm expansion in and around North Selangor Peat Swamp Forest (NSPSF) over the last three decades, exploring how land conversion has affected the region’s tropical forests, and assessing the relative success of PSF conservation measures. Time-series Landsat imagery was used to assess thematic land cover change and improvement in vegetation condition since NSPSF was given protected status in 1990. The results show a near tripling in oil palm cover throughout North Selangor, from 24,930 ha in 1989 to 70,070 ha in 2016; while at the same time tropical forest cover shrank from 145,570 ha to 88,400 ha. Despite concerns over the sustainability and environmental impact of such rapid oil palm conversion at a regional level, at the local scale, NSPSF represents a relative conservation success story. Effective land stewardship by government and non-governmental organization (NGO) management actors has limited illegal encroachment of oil palm around the reserve boundary. PSF rehabilitation measures have also markedly improved vegetation condition in NSPFS’s interior. These findings have broad significance for how oil palm agriculture is managed and especially for PSF stewardship and conservation, and the approaches described here may be usefully adopted elsewhere in Southeast Asia and around the world. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.",
"de Souza N.R.D., Fracarolli J.A., Junqueira T.L., Chagas M.F., Cardoso T.F., Watanabe M.D.B., Cavalett O., Venzke Filho S.P., Dale B.E., Bonomi A., Cortez L.A.B.","Sugarcane ethanol and beef cattle integration in Brazil",2019,"Biomass and Bioenergy",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058216494&doi=10.1016%2fj.biombioe.2018.12.012&partnerID=40&md5=d22f32c27f8e5a9cb0bb924d0ceb86e9","New models for renewable energy production are needed to simultaneously decrease greenhouse gases (GHG) emissions, use land more efficiently and replace large amounts of fossil fuel. Ethanol production and livestock feed integration as practiced in the United States (USA) is one model for ethanol production combined with animal feed production. Brazil, the second largest ethanol and beef cattle producer in the world, can adapt the USA model of corn ethanol and cattle integration considering its local characteristics. This paper evaluates the techno-economic and environmental feasibility of sugarcane ethanol and cattle integration, thereby avoiding pasture displacement into forests or other sensitive lands. Cattle can be fattened in feedlots using some sugarcane ethanol byproducts. Intensification of cattle production by integration with sugarcane production releases pasture area to produce more biofuels, without needing more land for cattle production. The release of pasture land to produce more sugarcane results in what we call “avoided ILUC” the resultant reduced GHG emissions compared to conventional sugarcane ethanol, because no additional land is needed to accommodate an additional sugarcane ethanol production. Simulations were performed using the Virtual Sugarcane Biorefinery (VSB) model developed by the Brazilian Bioethanol Science and Technology Laboratory (CTBE). We calculated as economic parameters the internal rate of return (IRR), net present value (NPV) and payback time. Climate impacts were assessed via Life Cycle Assessment. Sugarcane and cattle integration decreases overall climate impacts compared to non-integrated systems. Techno-economic feasibility is achieved by additional land rental revenues for released pasture area and by carbon credits. © 2018 Elsevier Ltd","ILUC; Life cycle assessment; Pasture intensification; Sugarcane ethanol; Sugarcane-cattle integration; Sustainability"
"Sandanayake M., Zhang G., Setunge S.","Estimation of environmental emissions and impacts of building construction – A decision making tool for contractors",2019,"Journal of Building Engineering",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055909537&doi=10.1016%2fj.jobe.2018.10.023&partnerID=40&md5=70d39b87392430a6eb3aa2d83e11d993","Building construction sites are responsible for significant energy consumption and emission production. The emissions at building construction stage vary from greenhouse gases (GHG) such as carbon dioxides (CO2) to non-GHG emissions such as carbon monoxide (CO), nitrogen oxides (NOx), particulate matter (PM) and sulphur dioxides (SO2). The construction emissions are often neglected due to the low amounts of emissions compared to high use phase emissions over the building life cycle. However studies have shown that these impacts from building construction can be significant at national and local level. Several difficulties and complications in estimation have restrained the possibility of effective decision making to minimise these emissions. Stakeholders in the construction industry seek the necessity of an emission calculation tool that enables the decision making in construction related emissions with minimum effort. The Construction Emission Evaluation Tool (CEET) presented in the study allows designers and contractors to estimate and compare emissions from the major emission sources in building construction. Emission analyses at project, equipment and activity levels provide in-depth scrutiny of emissions in minimising emissions and assisting the decision making for effective resource planning. Foundation construction corresponding to a case study is presented to demonstrate the functions and the capabilities of the developed calculation tool. The tool can provide a strong basis for the construction industry stakeholders and related researchers to make better decisions in maintaining a sustainable work environment. The study is also the initial step towards developing a sustainable decision making tool that can optimise cost, emissions and other construction related issues. © 2018","Buildings; Environmental emissions; Impacts; Sustainable construction"
"Gardezi M., Arbuckle J.G., Jr.","Spatially Representing Vulnerability to Extreme Rain Events Using Midwestern Farmers’ Objective and Perceived Attributes of Adaptive Capacity",2019,"Risk Analysis",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036508669&doi=10.1111%2frisa.12943&partnerID=40&md5=7e68eaa020a0cb8a7f750d9e4e2d245d","Potential climate-change-related impacts to agriculture in the upper Midwest pose serious economic and ecological risks to the U.S. and the global economy. On a local level, farmers are at the forefront of responding to the impacts of climate change. Hence, it is important to understand how farmers and their farm operations may be more or less vulnerable to changes in the climate. A vulnerability index is a tool commonly used by researchers and practitioners to represent the geographical distribution of vulnerability in response to global change. Most vulnerability assessments measure objective adaptive capacity using secondary data collected by governmental agencies. However, other scholarship on human behavior has noted that sociocultural and cognitive factors, such as risk perceptions and perceived capacity, are consequential for modulating people's actual vulnerability. Thus, traditional assessments can potentially overlook people's subjective perceptions of changes in climate and extreme weather events and the extent to which people feel prepared to take necessary steps to cope with and respond to the negative effects of climate change. This article addresses this knowledge gap by: (1) incorporating perceived adaptive capacity into a vulnerability assessment; (2) using spatial smoothing to aggregate individual-level vulnerabilities to the county level; and (3) evaluating the relationships among different dimensions of adaptive capacity to examine whether perceived capacity should be integrated into vulnerability assessments. The result suggests that vulnerability assessments that rely only on objective measures might miss important sociocognitive dimensions of capacity. Vulnerability indices and maps presented in this article can inform engagement strategies for improving environmental sustainability in the region. © 2017 Society for Risk Analysis","Climate change vulnerability; farmers; perceived adaptive capacity; spatial statistics"
"Zarei M.H., Carrasco-Gallego R., Ronchi S.","On the role of regional hubs in the environmental sustainability of humanitarian supply chains",2019,"Sustainable Development",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063783497&doi=10.1002%2fsd.1945&partnerID=40&md5=7fe4fd30ebddee60e12a31ae70e19013","In spite of strong commitment of humanitarian and development communities with the protection of our planet, expressed through the Sustainable Development Goals in the Agenda 2030, environmental sustainability still remains an overlooked aspect in humanitarian supply chains (HSCs). Using a collaborative mixed-methods research with an international humanitarian organization, this paper sheds light on the causes of unsustainable operations in HSCs and investigates the impact of regional hubs on the environmental sustainability. First, an in-depth focus group was conducted involving the organization's employees and the research team to identify the main causes contributing to unsustainable HSC in the organization. Five categories of causes were identified, namely, supply chain configuration (SCC), transportation, donors, material and waste, and humanitarian specificities. Then, based on respondents' prioritization, SCC was selected as the most important category. Carbon footprinting for three SCC scenarios was conducted: the current SCC and two conceptual SCC with two hubs in East and West Africa with different replenishment windows. The results reveal that the SCCs with hubs outperform the current SCC in terms of carbon footprint. Finally, the challenges of implementing the conceptual SCCs and possible solutions to address them were discussed through follow-up individual interviews. © 2019 John Wiley & Sons, Ltd and ERP Environment","environmental sustainability; focus group; green; hub; humanitarian logistics; humanitarian supply chain; mixed-methods research; supply chain configuration"
